epochs,train_loss,val_loss,train_accuracy,val_accuracy,val_roc_auc
249,,0.023102939128875732,,,
254,0.0305889081209898,0.027636969462037086,,,
259,0.027844958007335663,0.027864038944244385,,,
264,0.02474886178970337,0.029020672664046288,,,
269,0.035370294004678726,0.028259238228201866,,,
274,0.037394024431705475,0.028321143239736557,,,
279,0.01768219843506813,0.028770102187991142,,,
284,0.012080376967787743,0.029264960438013077,,,
289,0.018924444913864136,0.030006442219018936,,,
294,0.028004499152302742,0.029021374881267548,,,
299,0.023658959195017815,0.029232745990157127,,,
304,0.03181374818086624,0.028834186494350433,,,
309,0.024782996624708176,0.02764425054192543,,,
314,0.0261039100587368,0.027859557420015335,,,
319,0.02809002809226513,0.02944796159863472,,,
324,0.029579564929008484,0.029031505808234215,,,
329,0.03605613112449646,0.028759295120835304,,,
334,0.032595209777355194,0.02914012409746647,,,
339,0.027361392974853516,0.029442541301250458,,,
344,0.027451299130916595,0.029793988913297653,,,
349,0.030976012349128723,0.02817336469888687,,,
354,0.019473783671855927,0.027456235140562057,,,
359,0.03137410804629326,0.026665853336453438,,,
364,0.03131851553916931,0.027210626751184464,,,
369,0.024679815396666527,0.02911216951906681,,,
374,0.03488079458475113,0.02866882085800171,,,
379,0.04591064155101776,0.02812929078936577,,,
384,0.025645863264799118,0.027931682765483856,,,
389,0.019432896748185158,0.028344884514808655,,,
394,0.041676416993141174,0.027275079861283302,,,
399,0.028837228193879128,0.02856992743909359,,,
404,0.0284811370074749,0.027837390080094337,,,
409,0.0346200093626976,0.028804806992411613,,,
414,0.012225808575749397,0.028741873800754547,,,
419,0.028352051973342896,0.029506469145417213,,,
424,0.031934335827827454,0.029478752985596657,,,
429,0.02024008333683014,0.027770446613430977,,,
434,0.047092825174331665,0.028765911236405373,,,
439,0.029390906915068626,0.027413977310061455,,,
444,0.02249821275472641,0.028802722692489624,,,
449,0.02643035352230072,0.02724509872496128,,,
454,0.025454826653003693,0.02798544242978096,,,
459,0.031175030395388603,0.0281123835593462,,,
464,0.030012819916009903,0.02795828878879547,,,
469,0.03188415616750717,0.029680902138352394,,,
474,0.024875596165657043,0.028382904827594757,,,
479,0.030343782156705856,0.027846764773130417,,,
484,0.034195736050605774,0.02902173437178135,,,
489,0.04082544893026352,0.028272997587919235,,,
494,0.04780824854969978,0.028542565181851387,,,
499,0.035312470048666,0.029341839253902435,,,
504,0.03896325081586838,0.029337752610445023,,,
509,0.023798126727342606,0.02941431850194931,,,
514,0.03359394520521164,0.02881329320371151,,,
519,0.04011520370841026,0.028782574459910393,,,
524,0.03554050624370575,0.028913231566548347,,,
529,0.022178146988153458,0.02939244732260704,,,
534,0.019905395805835724,0.028663648292422295,,,
539,0.036282580345869064,0.029630117118358612,,,
544,0.028578931465744972,0.026696667075157166,,,
549,0.027942154556512833,0.02885403484106064,,,
554,0.0321272537112236,0.02851296402513981,,,
559,0.022099267691373825,0.028088605031371117,,,
564,0.024303128942847252,0.028412435203790665,,,
569,0.019661227241158485,0.030037572607398033,,,
574,0.03291718289256096,0.029630841687321663,,,
579,0.0248805470764637,0.028641004115343094,,,
584,0.038798026740550995,0.028986627236008644,,,
589,0.01662692055106163,0.027955902740359306,,,
594,0.027318034321069717,0.02802511677145958,,,
599,0.027912836521863937,0.029435187578201294,,,
604,0.026380417868494987,0.027388088405132294,,,
609,0.02534003183245659,0.02832597680389881,,,
614,0.01676904782652855,0.02833627350628376,,,
619,0.014202640391886234,0.029213467612862587,,,
624,0.022619590163230896,0.028114037588238716,,,
629,0.040564216673374176,0.029302190989255905,,,
634,0.046953991055488586,0.028743762522935867,,,
639,0.04426024854183197,0.029654620215296745,,,
644,0.034495431929826736,0.028452962636947632,,,
649,0.022049959748983383,0.028328195214271545,,,
654,0.03209386020898819,0.02925071120262146,,,
659,0.03988511115312576,0.029447900131344795,,,
664,0.02951156534254551,0.028063340112566948,,,
669,0.024719294160604477,0.028313692659139633,,,
674,0.02898213267326355,0.029434368014335632,,,
679,0.027975916862487793,0.02910303883254528,,,
684,0.023233897984027863,0.029612958431243896,,,
689,0.029013201594352722,0.02753097005188465,,,
694,0.032900355756282806,0.02718871459364891,,,
699,0.024786069989204407,0.028253396973013878,,,
704,0.02301795408129692,0.029780855402350426,,,
709,0.02477492019534111,0.029179096221923828,,,
714,0.02674972452223301,0.030006885528564453,,,
719,0.019781384617090225,0.028885237872600555,,,
724,0.03159968927502632,0.029656503349542618,,,
729,0.01827181503176689,0.03021606057882309,,,
734,0.013644509017467499,0.028017980977892876,,,
739,0.02961103245615959,0.0295677799731493,,,
744,0.03061024844646454,0.028795151039958,,,
749,0.03849507123231888,0.030110757797956467,,,
754,0.039215438067913055,0.02885734848678112,,,
759,0.02747209370136261,0.02996927499771118,,,
764,0.024018744006752968,0.02823023684322834,,,
769,0.01811567321419716,0.02749764360487461,,,
774,0.022997580468654633,0.03085997700691223,,,
779,0.024128559976816177,0.028018390759825706,,,
784,0.02697233483195305,0.026899443939328194,,,
789,0.05247146636247635,0.02892404794692993,,,
794,0.020029375329613686,0.030602270737290382,,,
799,0.03362424671649933,0.028188616037368774,,,
801,,0.028496375307440758,,,
